time,temperature
2010-07-01 08:00:00,28.617381477481118
2010-07-01 09:00:00,29.164894272883707
2010-07-01 10:00:00,32.45619488236576
2010-07-01 11:00:00,33.33665214975037
2010-07-01 12:00:00,33.98208254018895
2010-07-01 13:00:00,35.97260120277696
2010-07-01 14:00:00,35.96970496176583
2010-07-01 15:00:00,36.03970772322642
2010-07-01 16:00:00,34.826675716754835
2010-07-01 17:00:00,34.63903627252289
2010-07-01 18:00:00,32.35353238184344
2010-07-01 19:00:00,31.97129019052297
2010-07-01 20:00:00,31.66508973128208
2010-07-01 21:00:00,31.125649437421146
2010-07-01 22:00:00,30.47769253886647
2010-07-01 23:00:00,30.08386538350149
2010-07-02 00:00:00,29.926359170215157
2010-07-02 01:00:00,29.27002165937295
2010-07-02 02:00:00,29.19693779045371
2010-07-02 03:00:00,28.771560094712108
2010-07-02 04:00:00,27.99351883925312
2010-07-02 05:00:00,28.05347719039849
2010-07-02 06:00:00,29.732372644618366
2010-07-02 07:00:00,30.481574734264377
2010-07-02 08:00:00,30.945343028940805
2010-07-02 09:00:00,31.50000399364746
2010-07-02 10:00:00,34.79795979524019
2010-07-02 11:00:00,35.01511624892604
2010-07-02 12:00:00,35.02053899805326
2010-07-02 13:00:00,35.42971006856235
2010-07-02 14:00:00,35.927863522477324
2010-07-02 15:00:00,36.03859852454131
2010-07-02 16:00:00,35.550797591687406
2010-07-02 17:00:00,35.537918562510235
2010-07-02 18:00:00,33.45724669568204
2010-07-02 19:00:00,33.24280161655981
2010-07-02 20:00:00,32.39253920226999
2010-07-02 21:00:00,32.56224660109259
2010-07-02 22:00:00,31.595888057760746
2010-07-02 23:00:00,31.39124090035702
2010-07-03 00:00:00,30.97387408400791
2010-07-03 01:00:00,30.12835657520442
2010-07-03 02:00:00,30.269594541109072
2010-07-03 03:00:00,29.73625484001628
2010-07-03 04:00:00,29.05224898419538
2010-07-03 05:00:00,29.250795548830958
2010-07-03 06:00:00,30.071356087219364
2010-07-03 07:00:00,30.675930992756186
2010-07-03 08:00:00,31.734661137698453
2010-07-03 09:00:00,32.08301114697374
2010-07-03 10:00:00,34.294198725750476
2010-07-03 11:00:00,34.614510657152
2010-07-03 12:00:00,34.59343588213483
2010-07-03 13:00:00,34.81829510446729
2010-07-03 14:00:00,34.366050151686245
2010-07-03 15:00:00,34.607732220742975
2010-07-03 16:00:00,33.42427884587445
2010-07-03 17:00:00,33.160905780308816
2010-07-03 18:00:00,31.97936269206466
2010-07-03 19:00:00,31.73447627125094
2010-07-03 20:00:00,31.299300653790816
2010-07-03 21:00:00,30.906151342066735
2010-07-03 22:00:00,30.16859583861443
2010-07-03 23:00:00,30.28296654747963
2010-07-04 00:00:00,29.971713072006516
2010-07-04 01:00:00,29.628785811858478
2010-07-04 02:00:00,29.967091410818554
2010-07-04 03:00:00,29.4775650577878
2010-07-04 04:00:00,29.029387166852175
2010-07-04 05:00:00,28.531973178727277
2010-07-04 06:00:00,28.992167388751632
2010-07-04 07:00:00,28.81315504540391
2010-07-04 08:00:00,28.842363944111952
2010-07-04 09:00:00,28.85481161824491
2010-07-04 10:00:00,31.366468796389448
2010-07-04 11:00:00,32.070378606393255
2010-07-04 12:00:00,32.23090430498906
2010-07-04 13:00:00,32.94356446017546
2010-07-04 14:00:00,33.476596050522375
2010-07-04 15:00:00,33.445107132294936
2010-07-04 16:00:00,32.30109193289717
2010-07-04 17:00:00,32.02465497170685
2010-07-04 18:00:00,30.54122497466389
2010-07-04 19:00:00,29.96783087660863
2010-07-04 20:00:00,30.1579352068075
2010-07-04 21:00:00,29.978676374863078
2010-07-04 22:00:00,29.30237328768881
2010-07-04 23:00:00,28.830717357918246
2010-07-05 00:00:00,28.38377190996607
2010-07-05 01:00:00,27.98606255920317
2010-07-05 02:00:00,27.921051191825605
2010-07-05 03:00:00,27.83841588978455
2010-07-05 04:00:00,27.509291991051242
2010-07-05 05:00:00,27.26169419567391
2010-07-05 06:00:00,28.06986868207852
2010-07-05 07:00:00,27.74943350637863
2010-07-05 08:00:00,27.781970001142007
2010-07-05 09:00:00,27.40527380324712
2010-07-05 10:00:00,29.01952762298447
2010-07-05 11:00:00,28.73612735893761
